age,avg_monthly_gb_download,avg_monthly_long_distance_charges,churn_category,churn_reason,churn_score,city,cltv,contract,country,customer_id,customer_status,dependents,device_protection_plan,gender,internet_service,internet_type,lat_long,latitude,longitude,married,monthly_charge,multiple_lines,number_of_dependents,number_of_referrals,offer,online_backup,online_security,paperless_billing,partner,payment_method,phone_service,population,premium_tech_support,quarter,referred_a_friend,satisfaction_score,senior_citizen,state,streaming_movies,streaming_music,streaming_tv,tenure_in_months,total_charges,total_extra_data_charges,total_long_distance_charges,total_refunds,total_revenue,under_30,unlimited_data,zip_code,churn
34,0,38.96,Competitor,Competitor offered more data,56,San Jacinto,4996,0,United States,7531-GQHME,Stayed,0,0,Male,0,DSL,0,33.806708,-117.02007,No,20.05,0,0,0,Offer D,0,0,No,0,Credit Card,Yes,4456,0,Q3,No,4,0,California,0,No,0,12,265.45,0,467.52,0.0,732.97,No,No,92582,0
37,16,38.98,Competitor,Competitor offered more data,45,San Jacinto,5666,0,United States,5174-ITUMV,Stayed,1,1,Male,1,Fiber Optic,0,33.796568,-116.924723,Yes,105.4,1,2,0,Offer A,1,0,Yes,0,Bank Withdrawal,Yes,21349,0,Q3,No,5,0,California,1,Yes,1,67,6989.45,0,2611.66,0.0,9601.11,No,Yes,92583,0
29,52,41.89,Competitor,Competitor offered more data,20,Sun City,6411,0,United States,0913-XWSCN,Stayed,1,0,Male,1,Fiber Optic,0,33.739412,-117.173334,Yes,85.5,1,2,1,Offer B,0,0,No,0,Bank Withdrawal,Yes,8692,0,Q3,Yes,4,0,California,1,Yes,0,55,4713.4,0,2303.95,0.0,7017.349999999999,Yes,Yes,92585,0
43,12,31.31,Competitor,Competitor offered more data,29,Temecula,4770,0,United States,0750-EBAIU,Stayed,0,1,Male,1,Fiber Optic,0,33.475493,-117.219551,No,91.25,0,0,0,Offer B,0,1,No,0,Bank Withdrawal,Yes,3070,0,Q3,No,3,0,California,0,No,1,52,4738.3,0,1628.12,0.0,6366.42,No,Yes,92590,0
30,69,43.75,Competitor,Competitor offered more data,49,Temecula,5653,0,United States,3571-DPYUH,Stayed,1,0,Male,1,Fiber Optic,0,33.507255,-117.029473,Yes,94.7,1,3,1,Offer B,1,0,Yes,0,Credit Card,Yes,46171,1,Q3,Yes,4,0,California,0,No,1,58,5430.35,0,2537.5,0.0,7967.85,No,Yes,92592,0
52,0,20.85,Competitor,Competitor offered more data,20,Wildomar,3764,0,United States,7601-GNDYK,Stayed,1,0,Male,0,Fiber Optic,0,33.617108,-117.253349,Yes,19.6,0,3,1,Offer C,0,0,No,0,Credit Card,Yes,19368,0,Q3,Yes,4,0,California,0,No,0,35,686.95,0,729.75,0.0,1416.7,No,No,92595,0
51,0,20.6,Competitor,Competitor offered more data,46,Irvine,4368,0,United States,8067-NIOYM,Stayed,1,0,Female,0,Fiber Optic,0,33.720359,-117.733655,Yes,21.1,0,3,9,Offer C,0,0,Yes,0,Credit Card,Yes,2762,0,Q3,Yes,5,0,California,0,No,0,24,490.65,0,494.4,0.0,985.05,No,No,92602,0
47,0,48.57,Competitor,Competitor offered more data,64,Irvine,4485,0,United States,1403-GYAFU,Stayed,1,0,Male,0,Fiber Optic,0,33.688546,-117.788091,Yes,20.05,0,2,5,Offer A,0,0,No,0,Credit Card,Yes,27369,0,Q3,Yes,3,0,California,0,No,0,70,1360.25,0,3399.9,0.0,4760.15,No,No,92604,0
25,73,37.7,Competitor,Competitor offered more data,44,Irvine,5213,0,United States,4234-XTNEA,Joined,0,0,Male,1,Fiber Optic,0,33.703976,-117.824172,No,79.95,0,0,0,Offer A,0,0,Yes,0,Bank Withdrawal,Yes,17621,0,Q3,No,5,0,California,0,No,1,2,174.45,0,75.4,0.0,249.85,Yes,Yes,92606,0
60,22,33.36,Competitor,Competitor offered more data,79,Irvine,2325,0,United States,5348-CAGXB,Stayed,0,1,Male,1,Fiber Optic,0,33.680302,-117.833296,No,89.55,1,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,22499,0,Q3,No,4,0,California,0,No,1,12,1021.75,0,400.32,0.0,1422.07,No,Yes,92614,0
54,24,21.15,Competitor,Competitor offered more data,41,Irvine,4980,0,United States,0621-HJWXJ,Stayed,0,0,Female,1,Fiber Optic,0,33.667145,-117.732135,Yes,81.55,1,0,1,Offer B,1,0,Yes,0,Bank Withdrawal,Yes,6301,0,Q3,Yes,4,0,California,0,No,0,63,5029.05,0,1332.4499999999998,0.0,6361.5,No,Yes,92618,0
24,27,8.79,Competitor,Competitor offered more data,21,Irvine,4276,0,United States,5844-QVTAT,Stayed,0,1,Female,1,Cable,0,33.716136,-117.752574,Yes,58.45,0,0,8,Offer C,1,1,Yes,0,Credit Card,Yes,26419,0,Q3,Yes,4,0,California,0,No,0,33,1955.4,0,290.07,0.0,2245.4700000000003,Yes,Yes,92620,0
32,11,46.87,Competitor,Competitor offered more data,45,Capistrano Beach,5251,0,United States,8905-IAZPF,Stayed,0,0,Female,1,Fiber Optic,0,33.458754,-117.665104,Yes,95.65,0,0,4,Offer C,1,0,Yes,0,Credit Card,Yes,7465,0,Q3,Yes,3,0,California,1,Yes,1,69,6744.2,0,3234.03,0.0,9978.23,No,Yes,92624,0
26,42,14.0,Competitor,Competitor offered more data,52,Corona Del Mar,5667,0,United States,5394-MEITZ,Stayed,0,1,Female,1,Cable,0,33.600987,-117.862734,Yes,80.6,0,0,5,Offer C,1,0,Yes,0,Bank Withdrawal,Yes,13422,1,Q3,Yes,5,0,California,1,Yes,1,60,4946.7,0,840.0,0.0,5786.7,Yes,Yes,92625,0
43,53,26.32,Competitor,Competitor offered more data,23,Costa Mesa,5308,0,United States,6859-QNXIQ,Stayed,1,1,Female,1,Fiber Optic,0,33.678591,-117.905471,Yes,113.1,1,5,10,Offer C,1,1,Yes,0,Bank Withdrawal,Yes,48207,1,Q3,Yes,3,0,California,1,Yes,1,72,8248.5,0,1895.04,0.0,10143.54,No,Yes,92626,0
52,10,24.57,Competitor,Competitor offered more data,21,Costa Mesa,3880,0,United States,2782-LFZVW,Stayed,0,0,Female,1,Cable,0,33.645672,-117.922613,No,58.95,1,0,0,Offer D,0,0,Yes,0,Credit Card,Yes,62069,0,Q3,No,4,0,California,1,Yes,0,11,601.6,70,270.27,0.0,941.87,No,No,92627,0
57,0,40.63,Competitor,Competitor offered more data,80,Dana Point,3968,0,United States,2866-IKBTM,Joined,0,0,Female,0,Cable,0,33.477923,-117.705314,No,19.55,0,0,0,Offer D,0,0,No,0,Credit Card,Yes,27730,0,Q3,No,4,0,California,0,No,0,1,19.55,0,40.63,0.0,60.18000000000001,No,No,92629,0
59,12,3.54,Competitor,Competitor offered more data,43,Huntington Beach,2074,0,United States,7129-AZJDE,Stayed,1,0,Male,1,Fiber Optic,0,33.723579,-118.005441,Yes,78.95,0,1,1,Offer C,0,0,Yes,0,Bank Withdrawal,Yes,58764,0,Q3,Yes,3,0,California,1,Yes,0,34,2647.2,0,120.36,0.0,2767.56,No,Yes,92647,0
22,59,26.83,Competitor,Competitor offered more data,73,Huntington Beach,5742,0,United States,2560-PPCHE,Stayed,0,0,Female,1,Fiber Optic,0,33.721917,-118.043237,No,105.05,1,0,0,Offer C,1,0,Yes,0,Bank Withdrawal,Yes,32304,1,Q3,No,5,0,California,1,Yes,1,65,6744.25,0,1743.9499999999998,0.0,8488.2,Yes,Yes,92649,0
35,0,3.49,Competitor,Competitor offered more data,29,Laguna Hills,4123,0,United States,8138-EALND,Stayed,0,0,Male,0,Fiber Optic,0,33.606899,-117.717854,No,19.75,0,0,0,Offer C,0,0,No,0,Credit Card,Yes,48273,0,Q3,No,5,0,California,0,No,0,15,311.6,0,52.35,0.0,363.9500000000001,No,No,92653,0
44,51,33.01,Competitor,Competitor offered more data,73,Midway City,5780,0,United States,3580-HYCSP,Stayed,1,1,Male,1,Fiber Optic,0,33.744439,-117.98588,Yes,110.3,1,4,10,Offer C,1,1,Yes,0,Bank Withdrawal,Yes,8660,0,Q3,Yes,3,0,California,1,Yes,1,72,7966.9,0,2376.72,0.0,10343.62,No,Yes,92655,0
26,59,34.69,Competitor,Competitor offered more data,65,Aliso Viejo,5633,0,United States,1352-HNSAW,Stayed,1,1,Female,1,Fiber Optic,0,33.571259,-117.731917,Yes,115.6,1,3,9,Offer C,1,1,Yes,0,Bank Withdrawal,Yes,41237,1,Q3,Yes,3,0,California,1,Yes,1,72,8220.4,140,2497.68,0.0,10858.08,Yes,No,92656,0
46,0,24.7,Competitor,Competitor offered more data,49,Newport Coast,5248,0,United States,2075-PUEPR,Stayed,1,0,Male,0,Fiber Optic,0,33.603282,-117.821841,Yes,19.35,0,2,2,Offer C,0,0,No,0,Bank Withdrawal,Yes,5597,0,Q3,Yes,3,0,California,0,No,0,55,1153.25,0,1358.5,0.0,2511.75,No,No,92657,0
27,0,25.54,Competitor,Competitor offered more data,78,Newport Beach,5939,0,United States,1982-FEBTD,Stayed,1,0,Female,0,Fiber Optic,0,33.634626,-117.874882,Yes,25.6,1,2,1,Offer C,0,0,Yes,0,Credit Card,Yes,28687,0,Q3,Yes,5,0,California,0,No,0,23,514.75,0,587.42,0.0,1102.17,Yes,No,92660,0
58,8,42.86,Competitor,Competitor offered more data,64,Newport Beach,6198,0,United States,5791-KAJFD,Stayed,0,1,Female,1,DSL,0,33.606336,-117.893042,Yes,68.75,1,0,2,Offer C,0,1,Yes,0,Bank Withdrawal,Yes,3124,0,Q3,Yes,3,0,California,1,Yes,0,56,3808.0,0,2400.16,0.0,6208.16,No,Yes,92662,0
22,0,11.83,Competitor,Competitor offered more data,49,Newport Beach,2010,0,United States,2654-VBVPB,Joined,0,0,Female,0,DSL,0,33.62251,-117.927024,No,19.9,0,0,0,Offer C,0,0,No,0,Bank Withdrawal,Yes,22133,0,Q3,No,5,0,California,0,No,0,1,19.9,0,11.83,0.0,31.73,Yes,No,92663,0
55,22,42.24,Competitor,Competitor offered more data,67,San Clemente,4993,0,United States,1154-HYWWO,Stayed,0,0,Male,1,DSL,0,33.429488,-117.609432,No,70.6,0,0,0,Offer C,1,1,No,0,Credit Card,Yes,34946,1,Q3,No,3,0,California,0,No,1,38,2708.2,0,1605.12,0.0,4313.32,No,Yes,92672,0
51,8,1.01,Competitor,Competitor offered more data,34,San Clemente,2535,0,United States,2501-XWWTZ,Stayed,0,0,Male,1,Fiber Optic,0,33.4725,-117.584273,No,70.2,0,0,0,Offer C,0,0,No,0,Bank Withdrawal,Yes,15297,0,Q3,No,5,0,California,0,No,0,11,760.05,0,11.11,0.0,771.16,No,Yes,92673,0
54,5,14.97,Competitor,Competitor offered more data,45,San Juan Capistrano,4209,0,United States,3716-UVSPD,Joined,0,0,Male,1,DSL,0,33.521447,-117.602555,No,49.3,0,0,0,Offer C,0,0,Yes,0,Bank Withdrawal,Yes,34321,1,Q3,No,3,0,California,0,No,0,1,49.3,10,14.97,0.0,74.27,No,No,92675,0
53,25,14.43,Competitor,Competitor offered more data,70,Silverado,5800,0,United States,6815-ABQFQ,Stayed,0,0,Male,1,Fiber Optic,0,33.782346,-117.635263,Yes,107.25,1,0,1,Offer C,1,0,Yes,0,Bank Withdrawal,Yes,1859,1,Q3,Yes,3,0,California,1,Yes,1,56,6033.3,0,808.0799999999999,0.0,6841.38,No,Yes,92676,0
19,0,14.1,Competitor,Competitor offered more data,27,Laguna Niguel,5587,0,United States,7343-EOBEU,Joined,0,0,Male,0,Fiber Optic,0,33.529047,-117.701175,Yes,23.6,1,0,9,Offer E,0,0,Yes,0,Credit Card,Yes,62103,0,Q3,Yes,5,0,California,0,No,0,3,89.05,0,42.3,0.0,131.35,Yes,No,92677,0
63,51,5.17,Competitor,Competitor offered more data,50,Trabuco Canyon,4326,0,United States,3701-SFMUH,Stayed,1,0,Male,1,Cable,0,33.631119,-117.567346,Yes,69.7,0,3,6,Offer E,0,1,No,0,Credit Card,Yes,32268,0,Q3,Yes,3,0,California,1,Yes,1,7,516.15,0,36.19,0.0,552.3399999999999,No,Yes,92679,0
49,16,41.09,Competitor,Competitor offered more data,35,Westminster,4583,0,United States,6103-LIANB,Stayed,1,1,Male,1,Fiber Optic,0,33.752591,-117.993661,Yes,99.5,1,1,3,Offer E,0,0,Yes,0,Credit Card,Yes,88230,0,Q3,Yes,4,0,California,1,Yes,1,59,5861.75,0,2424.3100000000004,0.0,8286.060000000001,No,Yes,92683,0
19,58,31.84,Competitor,Competitor offered more data,40,Rancho Santa Margarita,4010,0,United States,7319-VENRZ,Stayed,0,1,Male,1,Cable,0,33.624654,-117.611733,No,64.3,0,0,0,Offer E,0,0,No,0,Bank Withdrawal,Yes,42193,1,Q3,No,4,0,California,0,No,1,7,445.95,0,222.88,0.0,668.8299999999999,Yes,Yes,92688,0
19,58,2.43,Competitor,Competitor offered more data,25,Mission Viejo,5328,0,United States,5846-NEQVZ,Stayed,0,1,Male,1,Cable,0,33.611945,-117.665867,Yes,70.85,0,0,3,Offer E,0,1,Yes,0,Credit Card,Yes,46371,1,Q3,Yes,4,0,California,1,Yes,0,71,4973.4,0,172.53,0.0,5145.929999999999,Yes,Yes,92691,0
23,30,2.12,Competitor,Competitor offered more data,28,Mission Viejo,3707,0,United States,6967-QIQRV,Stayed,1,0,Male,1,Fiber Optic,0,33.60693,-117.644253,Yes,101.9,0,1,8,Offer E,0,1,No,0,Bank Withdrawal,Yes,46227,1,Q3,Yes,3,0,California,1,Yes,1,15,1667.25,120,31.8,0.0,1819.05,Yes,No,92692,0
34,5,34.39,Competitor,Competitor offered more data,31,Ladera Ranch,5431,0,United States,5781-RFZRP,Stayed,0,0,Male,1,DSL,0,33.569186,-117.640055,Yes,73.5,1,0,7,Offer E,1,1,No,0,Credit Card,Yes,350,1,Q3,Yes,3,0,California,0,No,1,71,5357.75,0,2441.69,0.0,7799.44,No,Yes,92694,0
23,59,0.0,Competitor,Competitor offered more data,62,Santa Ana,2133,0,United States,0308-IVGOK,Stayed,0,1,Female,1,DSL,0,33.748635,-117.906125,No,40.4,0,0,0,Offer E,1,0,Yes,0,Credit Card,No,70011,1,Q3,No,5,0,California,0,No,0,11,422.6,0,0.0,0.0,422.6,Yes,Yes,92703,0
32,0,23.68,Competitor,Competitor offered more data,52,Santa Ana,6134,0,United States,7293-LSCDV,Stayed,1,0,Female,0,DSL,0,33.719869,-117.907063,Yes,19.25,0,3,2,Offer E,0,0,Yes,0,Credit Card,Yes,91188,0,Q3,Yes,4,0,California,0,No,0,60,1103.25,0,1420.8,0.0,2524.05,No,No,92704,0
55,23,5.0,Competitor,Competitor offered more data,49,Santa Ana,3206,0,United States,5756-JYOJT,Stayed,0,1,Female,1,Cable,0,33.765893,-117.881533,No,64.9,0,0,0,Offer E,0,0,No,0,Credit Card,Yes,37879,1,Q3,No,3,0,California,1,Yes,0,11,697.25,0,55.0,0.0,752.25,No,Yes,92706,0
26,51,20.34,Competitor,Competitor offered more data,20,Tustin,4072,0,United States,9548-LIGTA,Stayed,0,0,Male,1,Cable,0,33.735802,-117.818805,Yes,81.05,0,0,2,Offer E,1,1,Yes,0,Credit Card,Yes,55062,1,Q3,Yes,3,0,California,1,Yes,1,61,4747.65,0,1240.74,0.0,5988.389999999999,Yes,No,92780,0
27,59,36.49,Competitor,Competitor offered more data,80,Tustin,4524,0,United States,5150-LJNSR,Stayed,1,1,Male,1,Fiber Optic,0,33.738543,-117.785046,Yes,98.05,1,3,3,Offer C,0,1,No,0,Bank Withdrawal,Yes,17494,0,Q3,Yes,4,0,California,0,No,1,31,3082.1,0,1131.19,0.0,4213.29,Yes,Yes,92782,0
30,52,40.71,Competitor,Competitor offered more data,37,Anaheim,3198,0,United States,8270-RKSAP,Stayed,0,0,Male,1,Fiber Optic,0,33.844983,-117.952151,No,70.5,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,60553,0,Q3,No,3,0,California,0,No,0,9,597.9,0,366.39,0.0,964.29,No,Yes,92801,0
59,0,9.61,Competitor,Competitor offered more data,65,Anaheim,3007,0,United States,2640-LYMOV,Joined,0,0,Male,0,Fiber Optic,0,33.818,-117.974404,No,19.65,0,0,0,Offer E,0,0,Yes,0,Credit Card,Yes,81333,0,Q3,No,4,0,California,0,No,0,2,38.8,0,19.22,0.0,58.02,No,No,92804,0
62,0,28.28,Competitor,Competitor offered more data,44,Anaheim,2400,0,United States,1423-BMPBQ,Joined,1,0,Female,0,Fiber Optic,0,33.850452,-117.726668,Yes,19.0,0,1,1,Offer E,0,0,Yes,0,Credit Card,Yes,19629,0,Q3,Yes,4,0,California,0,No,0,1,19.0,0,28.28,0.0,47.28,No,No,92808,0
40,0,15.37,Competitor,Competitor offered more data,21,Brea,5575,0,United States,2393-DIVAI,Joined,0,0,Female,0,Fiber Optic,0,33.930199,-117.862898,No,20.0,0,0,0,Offer E,0,0,Yes,0,Credit Card,Yes,34055,0,Q3,No,3,0,California,0,No,0,3,61.7,0,46.11,0.0,107.81,No,No,92821,0
56,10,46.24,Competitor,Competitor offered more data,43,Fullerton,6471,0,United States,4568-KNYWR,Stayed,0,0,Male,1,Cable,0,33.879983,-117.895482,No,63.25,0,0,0,Offer E,1,1,Yes,0,Credit Card,Yes,34592,0,Q3,No,4,0,California,0,No,1,52,3342.45,130,2404.48,0.0,5876.93,No,No,92831,0
28,0,5.2,Competitor,Competitor offered more data,42,Fullerton,2894,0,United States,8752-IMQOS,Stayed,0,0,Male,0,Cable,0,33.868316,-117.929029,Yes,20.1,0,0,1,Offer E,0,0,No,0,Credit Card,Yes,24502,0,Q3,Yes,3,0,California,0,No,0,5,85.1,0,26.0,0.0,111.1,Yes,No,92832,0
52,8,28.86,Competitor,Competitor offered more data,46,Fullerton,5152,0,United States,0742-LAFQK,Stayed,0,1,Male,1,Fiber Optic,0,33.877639,-117.961212,Yes,99.15,1,0,1,Offer E,1,1,Yes,0,Bank Withdrawal,Yes,46105,0,Q3,Yes,3,0,California,1,Yes,0,72,7422.1,0,2077.92,0.0,9500.02,No,Yes,92833,0
25,52,3.57,Competitor,Competitor offered more data,40,Fullerton,5633,0,United States,0795-LAFGP,Stayed,0,1,Male,1,DSL,0,33.902211,-117.914922,Yes,90.4,1,0,1,Offer E,1,1,No,0,Bank Withdrawal,Yes,21157,1,Q3,Yes,3,0,California,1,Yes,1,71,6668.05,0,253.47,0.0,6921.52,Yes,Yes,92835,0
32,27,47.83,Competitor,Competitor offered more data,80,Garden Grove,6437,0,United States,0619-OLYUR,Stayed,0,1,Male,1,Fiber Optic,0,33.787165,-117.931889,Yes,111.9,1,0,1,Offer E,0,1,Yes,0,Credit Card,Yes,50641,1,Q3,Yes,3,0,California,1,Yes,1,72,8071.05,0,3443.76,0.0,11514.81,No,Yes,92840,0
56,0,18.45,Competitor,Competitor offered more data,41,Garden Grove,2026,0,United States,5512-IDZEI,Stayed,0,0,Male,0,Fiber Optic,0,33.786738,-117.982564,Yes,24.9,1,0,1,Offer E,0,0,No,0,Bank Withdrawal,Yes,31428,0,Q3,Yes,5,0,California,0,No,0,46,1174.8,0,848.6999999999999,0.0,2023.5,No,No,92841,0
19,69,13.45,Competitor,Competitor offered more data,75,Garden Grove,4652,0,United States,0459-SPZHJ,Stayed,0,1,Male,1,DSL,0,33.764018,-117.931507,Yes,83.5,1,0,1,Offer E,1,1,No,0,Credit Card,Yes,43491,0,Q3,Yes,4,0,California,1,Yes,1,63,5435.0,0,847.3499999999999,0.0,6282.35,Yes,Yes,92843,0
52,20,24.73,Competitor,Competitor offered more data,66,Garden Grove,5393,0,United States,0215-BQKGS,Stayed,0,1,Male,1,Fiber Optic,0,33.766476,-117.969795,No,84.3,0,0,0,Offer C,1,1,Yes,0,Credit Card,Yes,23481,0,Q3,No,4,0,California,0,No,0,30,2438.6,130,741.9,0.0,3310.5,No,No,92844,0
36,9,37.44,Competitor,Competitor offered more data,50,Garden Grove,2352,0,United States,9244-ZVAPM,Joined,0,0,Male,1,DSL,0,33.782955,-118.026456,No,45.6,0,0,0,Offer C,0,0,No,0,Credit Card,Yes,15878,0,Q3,No,3,0,California,0,No,0,1,45.6,0,37.44,0.0,83.03999999999999,No,Yes,92845,0
45,27,0.0,Competitor,Competitor offered more data,40,Villa Park,2136,0,United States,8208-EUMTE,Stayed,0,1,Male,1,DSL,0,33.817473,-117.810462,No,54.85,0,0,0,Offer C,1,1,No,0,Credit Card,No,5935,1,Q3,No,4,0,California,0,No,1,16,916.15,0,0.0,0.0,916.15,No,Yes,92861,0
22,59,13.31,Competitor,Competitor offered more data,46,Orange,5707,0,United States,5172-MIGPM,Stayed,0,0,Male,1,Cable,0,33.828779,-117.848299,No,65.55,1,0,0,Offer C,0,0,No,0,Credit Card,Yes,18058,1,Q3,No,4,0,California,1,Yes,0,4,237.2,0,53.24,0.0,290.44,Yes,Yes,92865,0
53,30,9.21,Competitor,Competitor offered more data,26,Orange,4965,0,United States,1710-RCXUS,Stayed,0,0,Male,1,Fiber Optic,0,33.784597,-117.844535,Yes,90.35,1,0,0,Offer C,1,0,Yes,0,Credit Card,Yes,15396,0,Q3,No,3,0,California,1,Yes,0,51,4614.55,0,469.71,0.0,5084.26,No,Yes,92866,0
59,0,23.46,Competitor,Competitor offered more data,80,Orange,5368,0,United States,0374-FIUCA,Stayed,0,0,Male,0,Fiber Optic,0,33.81859,-117.821288,Yes,20.4,0,0,1,Offer C,0,0,Yes,0,Credit Card,Yes,40915,0,Q3,Yes,3,0,California,0,No,0,65,1414.45,0,1524.9,0.0,2939.3500000000004,No,No,92867,0
21,82,38.32,Competitor,Competitor offered more data,70,Orange,2893,0,United States,5839-SUYVZ,Stayed,0,0,Male,1,Fiber Optic,0,33.787796,-117.875928,No,74.55,0,0,0,Offer C,0,0,Yes,0,Credit Card,Yes,23172,1,Q3,No,3,0,California,0,No,0,16,1170.5,0,613.12,0.0,1783.62,Yes,Yes,92868,0
47,0,31.45,Competitor,Competitor offered more data,61,Orange,3488,0,United States,5173-ZXXXL,Joined,0,0,Male,0,Fiber Optic,0,33.792791,-117.789749,No,19.95,0,0,0,Offer C,0,0,No,0,Credit Card,Yes,37916,0,Q3,No,4,0,California,0,No,0,2,47.7,0,62.9,0.0,110.6,No,No,92869,0
34,17,37.84,Competitor,Competitor offered more data,45,Placentia,4395,0,United States,1096-ADRUX,Stayed,1,0,Female,1,Fiber Optic,0,33.881158,-117.854783,Yes,74.25,1,1,1,Offer C,0,0,Yes,0,Bank Withdrawal,Yes,48170,0,Q3,Yes,3,0,California,0,No,0,66,4859.25,0,2497.44,0.0,7356.69,No,Yes,92870,0
51,22,37.5,Competitor,Competitor offered more data,25,Corona,4210,0,United States,2001-MCUUW,Stayed,0,1,Male,1,Fiber Optic,0,33.893823,-117.531446,No,108.65,1,0,0,Offer C,1,0,No,0,Bank Withdrawal,Yes,44875,1,Q3,No,4,0,California,1,Yes,1,46,4903.2,0,1725.0,0.0,6628.2,No,Yes,92879,0
55,12,4.61,Competitor,Competitor offered more data,72,Corona,5076,0,United States,2731-GJRDG,Stayed,0,1,Female,1,Fiber Optic,0,33.918043,-117.617809,No,109.55,1,0,0,Offer C,0,1,Yes,0,Bank Withdrawal,Yes,16998,1,Q3,No,3,0,California,1,Yes,1,32,3608.0,0,147.52,0.0,3755.52,No,Yes,92880,0
35,23,12.12,Competitor,Competitor offered more data,61,Corona,5483,0,United States,4723-BEGSG,Stayed,0,1,Male,1,Cable,0,33.833686,-117.513063,Yes,86.65,1,0,1,Offer C,0,1,No,0,Credit Card,Yes,21911,1,Q3,Yes,3,0,California,1,Yes,1,72,6094.25,0,872.64,3.2,6963.6900000000005,No,Yes,92881,0
28,73,22.05,Competitor,Competitor offered more data,75,Corona,3067,0,United States,6516-NKQBO,Stayed,0,1,Male,1,Cable,0,33.819385,-117.600213,Yes,81.0,0,0,1,Offer C,0,1,No,0,Credit Card,Yes,60294,1,Q3,Yes,4,0,California,1,Yes,1,38,3084.9,0,837.9,0.0,3922.8,Yes,Yes,92882,0
48,20,36.59,Competitor,Competitor offered more data,56,Corona,4138,0,United States,8672-OAUPW,Stayed,0,0,Male,1,DSL,0,33.762351,-117.488725,No,47.85,0,0,0,Offer C,0,0,No,0,Credit Card,Yes,13188,1,Q3,No,4,0,California,0,No,0,51,2356.75,0,1866.09,18.39,4204.450000000001,No,Yes,92883,0
47,58,21.89,Competitor,Competitor offered more data,51,Yorba Linda,6158,0,United States,8207-DMRVL,Stayed,1,1,Male,1,Fiber Optic,0,33.897253,-117.792202,Yes,114.55,1,3,1,Offer C,1,1,No,0,Bank Withdrawal,Yes,39458,1,Q3,Yes,3,0,California,1,Yes,1,72,8306.05,40,1576.08,21.6,9900.53,No,No,92886,0
57,0,20.63,Competitor,Competitor offered more data,74,Ventura,4101,0,United States,2804-ETQDK,Stayed,1,0,Male,0,Fiber Optic,0,34.278697,-119.167798,No,20.55,0,2,0,Offer C,0,0,No,0,Credit Card,Yes,27381,0,Q3,No,4,0,California,0,No,0,66,1357.1,0,1361.58,17.14,2701.54,No,No,93004,0
63,2,27.04,Competitor,Competitor offered more data,76,Camarillo,4145,0,United States,7138-GIRSH,Stayed,0,1,Male,1,DSL,0,34.205504,-118.993111,No,69.5,1,0,0,Offer C,0,0,No,0,Bank Withdrawal,Yes,24945,1,Q3,No,5,0,California,1,Yes,0,50,3418.2,0,1352.0,5.73,4764.469999999999,No,Yes,93012,0
64,19,13.58,Competitor,Competitor offered more data,78,Carpinteria,3762,0,United States,9396-ZSFLL,Stayed,0,0,Female,1,DSL,0,34.441398,-119.513163,No,48.85,1,0,0,Offer C,0,0,No,0,Credit Card,Yes,17409,0,Q3,No,4,0,California,0,No,0,15,631.4,0,203.7,32.09,803.01,No,Yes,93013,0
55,16,0.0,Competitor,Competitor offered more data,33,Fillmore,2372,0,United States,6464-KEXXH,Stayed,0,0,Male,1,Cable,0,34.408161,-118.865111,No,25.25,0,0,0,Offer C,0,0,Yes,0,Credit Card,No,16013,0,Q3,No,3,0,California,0,No,0,8,186.3,0,0.0,0.0,186.3,No,Yes,93015,0
30,41,28.27,Competitor,Competitor offered more data,43,Oak View,4882,0,United States,5240-CAOYT,Stayed,0,0,Female,1,Fiber Optic,0,34.404544,-119.302118,No,87.55,1,0,0,Offer C,1,1,Yes,0,Bank Withdrawal,Yes,6503,1,Q3,No,3,0,California,0,No,0,57,4884.85,0,1611.39,1.83,6494.41,No,Yes,93022,0
51,16,40.76,Competitor,Competitor offered more data,61,Ojai,4025,0,United States,4059-IIEBK,Stayed,0,0,Female,1,Fiber Optic,0,34.581308,-118.931948,No,78.55,1,0,0,Offer C,1,0,Yes,0,Bank Withdrawal,Yes,21633,0,Q3,No,3,0,California,0,No,0,7,522.95,0,285.32,47.19,761.08,No,Yes,93023,0
27,47,23.88,Competitor,Competitor offered more data,71,Oxnard,5801,0,United States,0516-UXRMT,Stayed,0,1,Female,1,Fiber Optic,0,34.156629,-119.117218,No,92.05,1,0,0,Offer C,1,1,Yes,0,Bank Withdrawal,Yes,77791,0,Q3,No,3,0,California,0,No,0,62,5755.8,0,1480.56,14.21,7222.15,Yes,Yes,93033,0
56,22,14.41,Competitor,Competitor offered more data,50,Oxnard,5904,0,United States,4851-BQDNX,Stayed,1,1,Male,1,Fiber Optic,0,34.18454,-119.224666,Yes,85.05,0,1,5,Offer C,0,0,Yes,0,Bank Withdrawal,Yes,25322,0,Q3,Yes,4,0,California,0,No,1,40,3355.65,0,576.4,38.15,3893.9,No,Yes,93035,0
49,0,15.87,Competitor,Competitor offered more data,76,Piru,4404,0,United States,5148-HKFIR,Stayed,0,0,Female,0,Fiber Optic,0,34.432843,-118.730106,No,19.7,0,0,0,Offer C,0,0,No,0,Credit Card,Yes,1459,0,Q3,No,5,0,California,0,No,0,20,406.95,0,317.4,0.0,724.3499999999999,No,No,93040,0
