Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn Category,Churn Reason,Churn Score,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
31,0,21.98,,,50,Los Angeles,6315,Two Year,United States,8917-SZTTJ,Stayed,1,0,Male,0,,"34.11572, -118.192754",34.11572,-118.192754,1,19.65,0,1,7,,0,0,0,1,Credit Card,1,64672,0,Q3,1,5,0,California,0,0,0,60,1161.75,0,1318.8,0.0,2480.55,0,0,90042,0
23,41,26.73,,,56,Cardiff By The Sea,5604,One Year,United States,5027-YOCXN,Stayed,0,0,Male,1,Fiber Optic,"33.015866, -117.272254",33.015866,-117.272254,1,110.05,1,0,6,,1,1,0,1,Credit Card,1,10375,1,Q3,1,3,0,California,1,1,1,51,5686.4,0,1363.23,20.28,7029.35,1,1,92007,0
42,0,20.74,,,56,Gerber,5302,Two Year,United States,3896-ZVNET,Stayed,1,0,Female,0,,"40.03194, -122.176023",40.03194,-122.176023,1,24.7,1,3,7,,0,0,0,1,Mailed Check,1,3357,0,Q3,1,3,0,California,0,0,0,24,571.75,0,497.76,0.0,1069.51,0,0,96035,0
52,57,27.38,,,39,Santa Monica,4325,Month-to-Month,United States,3545-CNWRG,Stayed,1,0,Female,1,Fiber Optic,"34.035849, -118.503508",34.035849,-118.503508,1,98.35,1,3,7,Offer B,1,0,1,1,Bank Withdrawal,1,11509,0,Q3,1,5,0,California,1,1,1,49,4889.2,0,1341.62,0.0,6230.82,0,1,90402,0
54,16,3.76,,,76,San Pablo,3969,Month-to-Month,United States,2080-GKCWQ,Joined,0,0,Male,1,Fiber Optic,"37.980269, -122.342635",37.980269,-122.342635,0,74.95,0,0,0,,1,0,0,0,Bank Withdrawal,1,55720,0,Q3,0,4,0,California,0,0,0,2,151.75,0,7.52,0.0,159.27,0,1,94806,0
32,21,6.19,,,9,Redondo Beach,5036,Month-to-Month,United States,4767-HZZHQ,Stayed,1,1,Male,1,Fiber Optic,"33.830453, -118.384565",33.830453,-118.384565,1,82.05,0,3,5,Offer C,1,0,0,1,Bank Withdrawal,1,34191,0,Q3,1,3,0,California,0,0,0,30,2570.2,120,185.7,0.0,2875.9,0,0,90277,0
37,25,0.0,,,48,Fresno,3248,Two Year,United States,8571-ZCMCX,Stayed,1,1,Female,1,DSL,"36.654614, -119.903674",36.654614,-119.903674,1,60.0,0,2,1,,1,1,1,1,Credit Card,0,35790,0,Q3,1,3,0,California,1,1,1,47,2768.65,0,0.0,0.0,2768.65,0,1,93706,0
69,11,48.32,,,44,Encino,2893,Month-to-Month,United States,6229-LSCKB,Stayed,0,0,Male,1,Fiber Optic,"34.152875, -118.486056",34.152875,-118.486056,0,79.7,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,13129,0,Q3,0,5,1,California,0,0,1,6,497.6,0,289.92,0.0,787.52,0,1,91436,0
52,10,17.83,Competitor,Competitor made better offer,81,San Diego,3740,Month-to-Month,United States,3143-JQEGI,Churned,0,0,Female,1,Fiber Optic,"32.886925, -117.152162",32.886925,-117.152162,1,88.35,0,0,1,,0,0,0,1,Bank Withdrawal,1,74232,0,Q3,1,2,0,California,1,1,1,13,1222.8,0,231.79,0.0,1454.59,0,1,92126,1
63,0,6.54,,,77,San Geronimo,2021,Two Year,United States,9646-NMHXE,Stayed,0,0,Male,0,,"38.00474, -122.663717",38.00474,-122.663717,1,19.65,0,0,7,,0,0,0,1,Credit Card,1,548,0,Q3,1,5,0,California,0,0,0,47,973.1,0,307.38,0.0,1280.48,0,0,94963,0
73,26,3.23,Attitude,Attitude of support person,66,San Francisco,5245,Month-to-Month,United States,2034-CGRHZ,Churned,0,1,Male,1,Fiber Optic,"37.791222, -122.402241",37.791222,-122.402241,0,102.95,1,0,0,,1,0,1,0,Credit Card,1,384,0,Q3,0,3,1,California,1,0,1,24,2496.7,0,77.52,0.0,2574.22,0,1,94104,1
27,51,13.11,Dissatisfaction,Product dissatisfaction,91,La Quinta,3410,Month-to-Month,United States,2189-UXTKY,Churned,0,0,Female,1,DSL,"33.695532, -116.310571",33.695532,-116.310571,1,79.2,1,0,1,,0,1,1,1,Bank Withdrawal,1,23971,1,Q3,1,1,0,California,1,1,1,22,1742.75,0,288.42,0.0,2031.17,1,1,92253,1
38,13,35.75,,,40,Solvang,3286,Two Year,United States,4381-MHQDC,Stayed,0,1,Female,1,DSL,"34.624399, -120.137875",34.624399,-120.137875,0,65.0,1,0,0,Offer B,0,1,1,0,Credit Card,1,7958,1,Q3,0,3,0,California,0,0,0,47,2879.9,0,1680.25,0.0,4560.15,0,0,93463,0
60,8,40.66,Price,Price too high,73,Los Angeles,4519,Month-to-Month,United States,9103-TCIHJ,Churned,0,0,Female,1,DSL,"33.927254, -118.249826",33.927254,-118.249826,0,55.7,1,0,0,Offer D,0,1,1,0,Mailed Check,1,38128,0,Q3,0,2,0,California,0,0,0,15,899.8,0,609.9,0.0,1509.7,0,1,90059,1
25,52,33.57,,,43,Moreno Valley,5530,Month-to-Month,United States,6635-CPNUN,Stayed,0,1,Male,1,Fiber Optic,"33.923149, -117.244933",33.923149,-117.244933,1,96.6,1,0,10,,1,0,0,1,Credit Card,1,61205,0,Q3,1,5,0,California,0,0,1,28,2684.35,0,939.96,0.0,3624.31,1,1,92553,0
66,4,46.62,,,23,Kingsburg,5636,One Year,United States,5198-EFNBM,Stayed,0,1,Male,1,Fiber Optic,"36.478239, -119.52137",36.478239,-119.52137,1,90.65,0,0,10,,1,0,1,1,Bank Withdrawal,1,14088,0,Q3,1,4,1,California,0,0,1,57,5199.8,0,2657.34,0.0,7857.14,0,1,93631,0
49,0,45.28,,,29,Olema,2403,One Year,United States,6100-FJZDG,Stayed,0,0,Male,0,,"38.052209, -122.775567",38.052209,-122.775567,1,20.05,0,0,10,,0,0,1,1,Bank Withdrawal,1,248,0,Q3,1,5,0,California,0,0,0,26,505.9,0,1177.28,0.0,1683.18,0,0,94950,0
64,6,0.0,,,20,Goodyears Bar,5924,Month-to-Month,United States,7041-TXQJH,Stayed,0,1,Female,1,Cable,"39.564113, -120.868836",39.564113,-120.868836,0,40.2,0,0,0,Offer C,0,0,1,0,Credit Card,0,76,0,Q3,0,5,0,California,1,1,0,37,1478.85,0,0.0,0.0,1478.85,0,1,95944,0
35,27,19.18,Price,Extra data charges,91,Yermo,4748,Month-to-Month,United States,0727-IWKVK,Churned,0,1,Male,1,Fiber Optic,"35.013299, -116.834092",35.013299,-116.834092,1,79.9,0,0,0,Offer E,1,0,1,1,Bank Withdrawal,1,1195,0,Q3,0,2,0,California,0,0,0,9,741.7,0,172.62,0.0,914.32,0,1,92398,1
22,52,34.4,Competitor,Competitor offered higher download speeds,65,Etna,3913,Month-to-Month,United States,6876-ADESB,Churned,1,1,Male,1,Cable,"41.405193, -123.008567",41.405193,-123.008567,0,48.95,0,2,0,,0,0,0,0,Bank Withdrawal,1,2156,0,Q3,0,1,0,California,0,1,0,1,48.95,0,34.4,0.0,83.35,1,1,96027,1
76,17,17.12,,,68,Valencia,2502,One Year,United States,7105-MXJLL,Stayed,0,1,Female,1,Cable,"34.43987, -118.644609",34.43987,-118.644609,1,60.7,0,0,2,,0,0,0,1,Credit Card,1,24977,0,Q3,1,5,1,California,1,0,0,26,1597.4,0,445.12,0.0,2042.52,0,1,91355,0
25,30,17.51,,,79,Camp Nelson,3425,Month-to-Month,United States,4495-LHSSK,Stayed,1,0,Female,1,DSL,"36.057458, -118.591951",36.057458,-118.591951,0,57.65,1,2,0,Offer D,0,1,0,0,Credit Card,1,191,0,Q3,0,3,0,California,0,0,0,18,992.7,0,315.18,0.0,1307.88,1,1,93208,0
39,19,41.29,,,59,Perris,3083,Month-to-Month,United States,6137-NICCO,Stayed,1,1,Female,1,Fiber Optic,"33.828289, -117.201666",33.828289,-117.201666,1,94.05,1,2,7,,1,0,1,1,Credit Card,1,26357,0,Q3,1,3,0,California,0,0,1,6,518.75,0,247.74,0.0,766.49,0,1,92571,0
63,9,44.09,,,37,San Jose,5557,Month-to-Month,United States,0581-MDMPW,Stayed,0,1,Female,1,Fiber Optic,"37.339533, -121.777179",37.339533,-121.777179,0,88.95,1,0,0,Offer C,0,0,1,0,Credit Card,1,44103,0,Q3,0,3,0,California,0,0,1,24,2072.75,0,1058.16,0.0,3130.91,0,1,95148,0
26,0,48.39,,,29,Granite Bay,3152,One Year,United States,7677-SJJJK,Stayed,0,0,Male,0,,"38.749466, -121.184196",38.749466,-121.184196,1,19.9,0,0,5,Offer E,0,0,0,1,Credit Card,1,20675,0,Q3,1,5,0,California,0,0,0,8,153.95,0,387.12,0.0,541.07,1,0,95746,0
36,16,11.24,Price,Price too high,73,Blairsden Graeagle,2663,Month-to-Month,United States,9722-UJOJR,Churned,0,0,Male,1,Fiber Optic,"39.783747, -120.661032",39.783747,-120.661032,1,70.75,0,0,1,,0,0,1,1,Bank Withdrawal,1,1839,0,Q3,1,1,0,California,0,0,0,29,1974.8,0,325.96,0.0,2300.76,0,1,96103,1
32,19,7.83,,,62,Forest Ranch,2299,Month-to-Month,United States,2669-QVCRG,Stayed,0,0,Female,1,Fiber Optic,"40.077028, -121.494168",40.077028,-121.494168,0,81.3,1,0,0,,0,1,1,0,Credit Card,1,1351,0,Q3,0,4,0,California,0,0,0,41,3190.65,0,321.03,0.0,3511.68,0,1,95942,0
29,0,27.16,,,76,Pasadena,5265,Two Year,United States,0794-YVSGE,Stayed,1,0,Male,0,,"34.146635, -118.139225",34.146635,-118.139225,1,20.3,0,1,9,Offer A,0,0,0,1,Bank Withdrawal,1,16812,0,Q3,1,3,0,California,0,0,0,72,1401.15,0,1955.52,0.0,3356.67,1,0,91101,0
48,13,40.35,,,64,Modesto,3178,Month-to-Month,United States,5226-NOZFC,Stayed,0,0,Male,1,Fiber Optic,"37.612612, -121.108568",37.612612,-121.108568,0,85.75,0,0,0,,1,0,1,0,Bank Withdrawal,1,30668,0,Q3,0,3,0,California,0,0,1,26,2146.5,0,1049.1,0.0,3195.6,0,1,95358,0
28,59,20.41,,,77,Canyon Dam,4854,One Year,United States,4567-AKPIA,Stayed,1,1,Female,1,Fiber Optic,"40.171312, -121.120605",40.171312,-121.120605,1,109.1,1,2,3,,1,0,1,1,Bank Withdrawal,1,86,1,Q3,1,5,0,California,1,1,1,41,4454.25,0,836.81,0.0,5291.06,1,1,95923,0
19,51,44.46,Price,Extra data charges,88,Los Angeles,4903,Month-to-Month,United States,7963-GQRMY,Churned,0,0,Female,1,DSL,"34.076259, -118.310715",34.076259,-118.310715,1,44.3,0,0,1,Offer E,0,0,0,1,Credit Card,1,67852,0,Q3,1,2,0,California,0,1,0,3,134.5,0,133.38,0.0,267.88,1,1,90004,1
71,9,22.3,,,67,Fullerton,5318,Month-to-Month,United States,7658-UYUQS,Stayed,0,1,Male,1,Fiber Optic,"33.902211, -117.914922",33.902211,-117.914922,1,86.55,0,0,0,,0,0,0,1,Bank Withdrawal,1,21157,0,Q3,0,5,1,California,0,0,1,21,1857.25,0,468.3,0.0,2325.55,0,1,92835,0
52,8,28.86,,,46,Fullerton,5152,Two Year,United States,0742-LAFQK,Stayed,0,1,Male,1,Fiber Optic,"33.877639, -117.961212",33.877639,-117.961212,1,99.15,1,0,1,,1,1,1,1,Bank Withdrawal,1,46105,0,Q3,1,3,0,California,1,1,0,72,7422.1,0,2077.92,0.0,9500.02,0,1,92833,0
76,19,30.16,,,44,Laguna Niguel,4485,One Year,United States,7472-EQOAV,Stayed,1,1,Male,1,Fiber Optic,"33.529047, -117.701175",33.529047,-117.701175,1,86.7,0,2,5,Offer A,1,1,1,1,Bank Withdrawal,1,62103,0,Q3,1,3,1,California,0,0,0,71,6179.35,0,2141.36,0.0,8320.71,0,1,92677,0
80,12,48.8,Competitor,Competitor offered higher download speeds,91,Alpaugh,6268,One Year,United States,4913-EHYUI,Churned,0,1,Male,1,Fiber Optic,"35.869626, -119.498771",35.869626,-119.498771,1,104.55,1,0,0,Offer B,0,1,1,1,Bank Withdrawal,1,1054,0,Q3,0,1,1,California,1,0,1,56,5794.65,0,2732.8,0.0,8527.45,0,1,93201,1
79,27,34.69,Attitude,Attitude of support person,76,San Bernardino,5154,Month-to-Month,United States,6712-OAWRH,Churned,0,0,Female,1,Fiber Optic,"34.084909, -117.258107",34.084909,-117.258107,0,91.25,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,12149,0,Q3,0,3,1,California,1,0,1,26,2351.8,0,901.94,0.0,3253.74,0,1,92408,1
31,26,12.15,Other,Moved,86,Los Angeles,5372,Month-to-Month,United States,9305-CDSKC,Churned,1,1,Female,1,Cable,"34.048013, -118.293953",34.048013,-118.293953,0,99.65,1,2,0,,0,0,1,0,Bank Withdrawal,1,62784,0,Q3,0,3,0,California,1,1,1,8,820.5,0,97.2,0.0,917.7,0,1,90006,1
58,23,0.0,,,27,Willits,4021,Month-to-Month,United States,6128-DAFVY,Stayed,0,0,Female,1,DSL,"39.492046, -123.375818",39.492046,-123.375818,0,44.85,0,0,0,,0,0,1,0,Credit Card,0,13472,0,Q3,0,5,0,California,1,1,1,56,2564.95,0,0.0,0.0,2564.95,0,1,95490,0
47,17,27.8,,,38,Three Rivers,4296,Month-to-Month,United States,6986-IXNDM,Stayed,0,0,Male,1,Fiber Optic,"36.413433, -118.854708",36.413433,-118.854708,0,92.9,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,2318,0,Q3,0,3,0,California,1,1,1,14,1337.45,0,389.2,0.0,1726.65,0,1,93271,0
74,10,13.17,Other,Don't know,73,San Diego,2671,Month-to-Month,United States,5804-LEPIM,Churned,0,0,Female,1,Fiber Optic,"32.85723, -117.209762",32.85723,-117.209774,0,70.35,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,34902,0,Q3,0,3,1,California,0,0,0,2,139.05,0,26.34,0.0,165.39,0,1,92122,1
27,85,0.0,Competitor,Competitor offered more data,76,Plymouth,2649,Month-to-Month,United States,6240-EURKS,Churned,0,0,Female,1,DSL,"38.489273, -120.891614",38.489273,-120.891614,0,35.0,0,0,0,,0,0,1,0,Bank Withdrawal,0,2220,0,Q3,0,2,0,California,1,1,0,18,553.0,70,0.0,0.0,623.0,1,0,95669,1
27,52,42.88,,,35,Los Angeles,6292,Month-to-Month,United States,1215-FIGMP,Stayed,0,0,Male,1,Fiber Optic,"34.102084, -118.451629",34.102084,-118.451629,0,89.9,1,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,10470,0,Q3,0,3,0,California,0,0,1,60,5450.7,0,2572.8,0.0,8023.5,1,1,90077,0
49,0,48.03,,,68,Citrus Heights,4137,Month-to-Month,United States,5537-UXXVS,Stayed,0,0,Female,0,,"38.69549, -121.307864",38.69549,-121.307864,1,19.25,0,0,0,Offer D,0,0,0,1,Bank Withdrawal,1,41636,0,Q3,0,3,0,California,0,0,0,20,375.25,0,960.6,0.0,1335.85,0,0,95621,0
71,29,4.65,Attitude,Attitude of support person,83,Chino,4795,Month-to-Month,United States,7776-QWNFX,Churned,0,0,Male,1,DSL,"33.990646, -117.663025",33.990646,-117.663025,1,50.4,0,0,1,,1,0,1,1,Bank Withdrawal,1,75319,0,Q3,1,3,1,California,0,0,0,30,1527.5,0,139.5,0.0,1667.0,0,1,91710,1
33,20,39.19,,,53,Escondido,4011,Month-to-Month,United States,5778-BVOFB,Stayed,0,0,Female,1,Cable,"33.141265, -116.967221",33.141265,-116.967221,0,59.5,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,48690,1,Q3,0,5,0,California,0,0,1,9,530.05,0,352.71,0.0,882.76,0,1,92027,0
22,59,23.7,,,30,Five Points,6188,Two Year,United States,5214-NLTIT,Stayed,1,1,Male,1,Fiber Optic,"36.397745, -120.119911",36.397745,-120.119911,1,90.8,1,1,1,Offer A,0,0,1,1,Credit Card,1,1852,0,Q3,1,3,0,California,1,1,0,72,6511.8,60,1706.4,0.0,8278.2,1,0,93624,0
64,16,43.48,Attitude,Attitude of service provider,93,Lompoc,4531,Month-to-Month,United States,4797-AXPXK,Churned,1,0,Female,1,DSL,"34.601055, -120.382917",34.601055,-120.382917,0,60.0,0,2,0,Offer E,1,1,1,0,Bank Withdrawal,1,51737,1,Q3,0,1,0,California,0,0,0,1,60.0,10,43.48,0.0,113.48,0,0,93436,1
27,0,16.74,,,71,San Jose,2333,Month-to-Month,United States,3387-PLKUI,Stayed,1,0,Female,0,,"37.233226, -121.78809",37.233226,-121.78809,1,18.8,0,1,6,Offer D,0,0,0,1,Credit Card,1,10155,0,Q3,1,5,0,California,0,0,0,13,251.25,0,217.62,0.0,468.87,1,0,95119,0
33,22,10.5,Attitude,Attitude of support person,68,San Francisco,4095,Month-to-Month,United States,9600-UDOPK,Churned,0,0,Male,1,Fiber Optic,"37.770533, -122.445121",37.770533,-122.445121,1,94.05,1,0,1,Offer C,0,0,1,1,Credit Card,1,38756,0,Q3,1,3,0,California,1,1,1,30,2866.45,0,315.0,0.0,3181.45,0,1,94117,1
64,19,2.03,Competitor,Competitor made better offer,91,Temecula,5764,Month-to-Month,United States,2873-ZLIWT,Churned,0,1,Female,1,Fiber Optic,"33.507255, -117.029473",33.507255,-117.029473,1,84.85,1,0,1,Offer B,0,0,1,1,Bank Withdrawal,1,46171,1,Q3,1,2,0,California,0,0,0,40,3303.05,0,81.2,0.0,3384.25,0,1,92592,1
60,0,49.8,,,51,Joshua Tree,5397,Two Year,United States,6698-OXETB,Stayed,0,0,Male,0,,"34.167236, -116.281511",34.167236,-116.281511,0,20.4,0,0,0,Offer D,0,0,0,0,Credit Card,1,8141,0,Q3,0,4,0,California,0,0,0,11,231.45,0,547.8,0.0,779.25,0,0,92252,0
72,5,2.97,,,51,Palmdale,2469,Two Year,United States,9603-OAIHC,Joined,0,0,Male,1,Fiber Optic,"34.613476, -118.256358",34.613476,-118.256358,0,70.05,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,34045,0,Q3,0,3,1,California,0,0,0,1,70.05,0,2.97,0.0,73.02,0,1,93551,0
19,69,24.35,,,73,Laguna Beach,4033,One Year,United States,6296-DDOOR,Stayed,0,0,Female,1,Cable,"33.570023, -117.773669",33.570023,-117.773669,0,58.2,0,0,0,,1,0,0,0,Bank Withdrawal,1,25206,0,Q3,0,4,0,California,0,0,1,19,1045.25,0,462.65,0.0,1507.9,1,1,92651,0
26,53,11.51,Attitude,Attitude of support person,83,Tujunga,4690,Month-to-Month,United States,1875-QIVME,Churned,1,1,Female,1,Fiber Optic,"34.296574, -118.244839",34.296574,-118.244839,1,104.4,1,3,1,Offer E,0,0,1,1,Bank Withdrawal,1,26753,1,Q3,1,3,0,California,1,1,1,2,242.8,0,23.02,45.44,220.38,1,1,91042,1
72,18,3.33,Competitor,Competitor had better devices,95,Pico Rivera,4638,Month-to-Month,United States,4412-YLTKF,Churned,1,1,Female,1,Fiber Optic,"33.989524, -118.089299",33.989524,-118.089299,0,78.05,1,1,0,Offer C,0,0,1,0,Bank Withdrawal,1,63288,0,Q3,0,1,1,California,0,0,0,27,2135.5,10,89.91,0.0,2235.41,0,0,90660,1
76,29,24.42,,,29,Fontana,2848,Two Year,United States,7206-PQBBZ,Stayed,0,0,Male,1,Fiber Optic,"34.136367, -117.460803",34.136367,-117.460803,1,70.2,0,0,7,Offer D,0,0,1,1,Bank Withdrawal,1,54586,0,Q3,1,3,1,California,0,0,0,11,834.7,0,268.62,0.0,1103.32,0,1,92336,0
23,0,45.12,,,45,Sacramento,4106,Two Year,United States,3148-AOIQT,Stayed,0,0,Female,0,,"38.691607, -121.602284",38.691607,-121.602284,1,24.95,1,0,10,,0,0,1,1,Credit Card,1,264,0,Q3,1,3,0,California,0,0,0,69,1718.35,0,3113.28,0.0,4831.63,1,0,95837,0
75,15,28.25,,,23,Rio Vista,4912,Month-to-Month,United States,8421-WZOOW,Stayed,1,1,Female,1,Fiber Optic,"38.148862, -121.737696",38.148862,-121.737696,1,95.3,0,1,8,,1,0,1,1,Credit Card,1,5246,1,Q3,1,3,1,California,0,0,1,57,5567.45,0,1610.25,0.0,7177.7,0,1,94571,0
74,24,11.31,Competitor,Competitor offered more data,96,Greenbrae,4777,Month-to-Month,United States,1236-WFCDV,Churned,0,0,Male,1,Fiber Optic,"37.946617, -122.563571",37.946617,-122.563571,0,90.45,0,0,0,,0,0,0,0,Credit Card,1,12010,0,Q3,0,3,1,California,1,0,1,14,1266.1,0,158.34,0.0,1424.44,0,1,94904,1
45,15,10.83,,,36,Forest Falls,5277,Month-to-Month,United States,8885-QSQBX,Joined,0,0,Female,1,DSL,"34.067699, -116.903891",34.067699,-116.903891,0,49.55,0,0,0,,0,1,0,0,Bank Withdrawal,1,958,0,Q3,0,4,0,California,0,0,0,1,49.55,0,10.83,0.0,60.38,0,1,92339,0
54,20,0.0,Competitor,Competitor had better devices,81,Lynwood,5028,Month-to-Month,United States,7511-YMXVQ,Churned,0,0,Male,1,Cable,"33.923573, -118.200669",33.923573,-118.200669,0,45.4,0,0,0,,0,0,1,0,Bank Withdrawal,0,69850,0,Q3,0,1,0,California,1,1,1,9,418.8,20,0.0,0.0,438.8,0,0,90262,1
32,57,11.31,,,56,Descanso,4743,Two Year,United States,8466-PZBLH,Stayed,1,0,Male,1,Fiber Optic,"32.912664, -116.635387",32.912664,-116.635387,1,104.6,1,3,10,,0,1,0,1,Bank Withdrawal,1,1587,1,Q3,1,3,0,California,1,1,1,67,6885.75,0,757.77,0.0,7643.52,0,1,91916,0
54,21,0.0,,,75,Fairfax,5097,Month-to-Month,United States,2346-DJQTB,Stayed,0,0,Female,1,DSL,"37.971751, -122.611873",37.971751,-122.611873,0,24.15,0,0,0,,0,0,0,0,Bank Withdrawal,0,8486,0,Q3,0,4,0,California,0,0,0,35,812.5,40,0.0,0.0,852.5,0,0,94930,0
57,53,23.41,,,32,Santa Maria,5280,One Year,United States,6161-ERDGD,Stayed,1,1,Male,1,DSL,"34.95934, -120.490081",34.95934,-120.490081,1,85.45,1,3,0,Offer A,0,1,0,1,Bank Withdrawal,1,43684,1,Q3,0,4,0,California,1,1,1,71,6300.85,0,1662.11,0.0,7962.96,0,1,93458,0
70,2,7.23,Other,Don't know,78,Canyon Country,5844,Month-to-Month,United States,8062-YBDOE,Churned,0,0,Male,1,Fiber Optic,"34.422519, -118.420717",34.422519,-118.420717,0,69.65,0,0,0,,0,0,1,0,Bank Withdrawal,1,59259,0,Q3,0,2,1,California,0,0,0,1,69.65,0,7.23,0.0,76.88,0,1,91351,1
26,0,32.3,,,39,Anaheim,5745,Two Year,United States,6479-SZPLM,Stayed,1,0,Male,0,,"33.830209, -117.906099",33.830209,-117.906099,1,19.45,0,2,2,,0,0,0,1,Credit Card,1,68802,0,Q3,1,5,0,California,0,0,0,36,754.5,0,1162.8,0.0,1917.3,1,0,92805,0
23,51,43.01,,,55,Moss Beach,5263,One Year,United States,0048-LUMLS,Stayed,1,0,Male,1,Fiber Optic,"37.515556, -122.502311",37.515556,-122.502311,1,91.2,0,3,1,Offer C,0,0,0,1,Credit Card,1,3064,0,Q3,1,5,0,California,1,1,1,37,3247.55,0,1591.37,0.0,4838.92,1,1,94038,0
56,28,46.66,,,57,Del Rey,4331,Month-to-Month,United States,0187-WZNAB,Stayed,1,0,Female,1,Fiber Optic,"36.657462, -119.595293",36.657462,-119.595293,1,74.4,0,2,6,Offer C,0,1,0,1,Credit Card,1,1965,0,Q3,1,3,0,California,0,0,0,27,1972.35,0,1259.82,0.0,3232.17,0,1,93616,0
29,51,33.28,,,74,Santa Clara,5442,Month-to-Month,United States,0257-KXZGU,Stayed,1,1,Female,1,DSL,"37.348129, -121.98469",37.348129,-121.98469,1,62.45,1,1,9,Offer C,1,0,0,1,Bank Withdrawal,1,52986,0,Q3,1,3,0,California,0,1,0,32,2045.55,0,1064.96,0.0,3110.51,1,1,95051,0
58,0,40.39,,,67,Parker Dam,5327,One Year,United States,6823-SIDFQ,Stayed,0,0,Male,0,,"34.273872, -114.192901",34.273872,-114.192901,0,18.25,0,0,0,Offer C,0,0,0,0,Credit Card,1,131,0,Q3,0,4,0,California,0,0,0,28,534.7,0,1130.92,0.0,1665.62,0,0,92267,0
52,0,15.5,,,34,Lake Arrowhead,2231,Month-to-Month,United States,4719-UMSIY,Stayed,1,0,Male,0,,"34.2565, -117.19335",34.2565,-117.19335,0,19.65,0,2,0,,0,0,0,0,Mailed Check,1,9793,0,Q3,0,5,0,California,0,0,0,6,100.9,0,93.0,0.0,193.9,0,0,92352,0
37,6,0.0,,,54,Santa Barbara,3784,Month-to-Month,United States,1559-DTODC,Stayed,0,0,Male,1,DSL,"34.460197, -119.802602",34.460197,-119.802602,0,25.15,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,0,16477,0,Q3,0,4,0,California,0,0,0,19,468.35,0,0.0,0.0,468.35,0,1,93111,0
79,0,44.91,,,61,Portola,5644,One Year,United States,4584-LBNMK,Stayed,0,0,Male,0,,"39.786755, -120.445626",39.786755,-120.445626,1,24.7,1,0,5,,0,0,0,1,Credit Card,1,4236,0,Q3,1,4,1,California,0,0,0,45,1174.35,0,2020.95,0.0,3195.3,0,0,96122,0
65,28,47.16,,,48,Petaluma,4017,One Year,United States,3340-QBBFM,Stayed,0,1,Male,1,DSL,"38.235021, -122.557332",38.235021,-122.557332,1,54.1,0,0,9,Offer C,0,0,0,1,Credit Card,1,35419,1,Q3,1,3,1,California,0,0,0,36,1992.85,0,1697.76,1.09,3689.52,0,1,94954,0
25,41,11.5,,,22,Alviso,3094,Month-to-Month,United States,9714-EDSUC,Stayed,0,0,Male,1,Fiber Optic,"37.449537, -121.994813",37.449537,-121.994813,0,94.9,0,0,0,,1,1,1,0,Credit Card,1,2147,1,Q3,0,4,0,California,1,1,0,4,360.55,0,46.0,0.0,406.55,1,1,95002,0
22,52,44.24,,,74,Kneeland,5680,One Year,United States,3680-CTHUH,Stayed,0,1,Male,1,Fiber Optic,"40.664483, -123.865325",40.664483,-123.865325,0,116.6,1,0,0,,1,1,1,0,Credit Card,1,264,1,Q3,0,3,0,California,1,1,1,60,7049.5,0,2654.4,0.0,9703.9,1,1,95549,0
53,0,9.14,Attitude,Attitude of support person,82,Hayward,4489,Month-to-Month,United States,4541-RMRLG,Churned,0,0,Male,0,,"37.674002, -122.076796",37.674002,-122.076796,0,19.25,0,0,0,,0,0,0,0,Bank Withdrawal,1,60274,0,Q3,0,3,0,California,0,0,0,7,112.3,0,63.98,0.0,176.28,0,0,94541,1
37,16,25.51,Competitor,Competitor had better devices,81,Whittier,5928,One Year,United States,4628-WQCQQ,Churned,0,1,Male,1,Fiber Optic,"33.945318, -117.992066",33.945318,-117.992066,0,85.15,0,0,0,,0,0,1,0,Bank Withdrawal,1,19109,0,Q3,0,1,0,California,0,0,1,35,3030.6,0,892.85,0.0,3923.45,0,1,90603,1
38,2,15.62,Dissatisfaction,Product dissatisfaction,73,San Diego,3757,Month-to-Month,United States,6410-LEFEN,Churned,0,0,Female,1,DSL,"32.774046, -117.142454",32.774046,-117.142454,0,45.15,0,0,0,,0,0,0,0,Bank Withdrawal,1,11650,0,Q3,0,1,0,California,0,0,0,9,416.45,0,140.58,0.0,557.03,0,1,92108,1
