customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0588,Female,1,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,110.52,1989.36,No
CUST0589,Male,0,No,Yes,47,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,35.02,1645.94,Yes
CUST0590,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,46.38,3061.08,No
CUST0591,Female,1,No,No,49,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,54.48,2669.52,No
CUST0592,Male,0,Yes,No,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,45.99,3311.28,No
CUST0593,Female,1,No,No,22,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,78.54,1727.88,Yes
CUST0594,Female,1,No,Yes,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,80.1,2082.6,No
CUST0595,Female,1,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,25.47,229.23,Yes
CUST0596,Male,1,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,34.45,723.45,No
CUST0597,Male,0,No,Yes,63,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,39.85,2510.55,Yes
CUST0598,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,27.03,162.18,No
CUST0599,Female,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,32.48,454.72,Yes
CUST0600,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,43.97,1451.01,No
CUST0601,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,54.56,3873.76,No
CUST0602,Female,1,Yes,No,24,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,99.13,2379.12,No
CUST0603,Female,0,No,No,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.79,2131.29,No
CUST0604,Male,0,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,87.0,174.0,No
CUST0605,Male,0,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.79,386.85,No
CUST0606,Male,1,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,85.82,3003.7,Yes
CUST0607,Female,1,No,No,36,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,99.47,3580.92,Yes
CUST0608,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,80.48,3138.72,No
CUST0609,Female,1,No,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.14,160.56,Yes
CUST0610,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,53.04,3394.56,Yes
CUST0611,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,100.52,603.12,No
CUST0612,Female,1,No,No,57,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.2,3602.4,Yes
CUST0613,Female,1,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,45.52,1365.6,No
CUST0614,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,113.27,7589.09,No
CUST0615,Male,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer,83.74,1256.1,Yes
CUST0616,Male,1,No,No,17,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,100.57,1709.69,No
CUST0617,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.45,404.1,Yes
CUST0618,Male,1,No,No,19,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,53.93,1024.67,No
CUST0619,Male,0,No,Yes,69,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,65.89,4546.41,Yes
CUST0620,Female,1,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,78.74,1889.76,No
CUST0621,Female,0,No,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,39.0,1872.0,No
CUST0622,Male,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,69.8,2094.0,Yes
CUST0623,Female,1,No,No,15,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,88.56,1328.4,Yes
CUST0624,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,54.59,2565.73,No
CUST0625,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer,89.14,3922.16,No
CUST0626,Male,1,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,58.97,1592.19,No
CUST0627,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.95,4284.8,No
CUST0628,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.43,1370.63,Yes
CUST0629,Male,0,No,No,68,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,85.13,5788.84,Yes
CUST0630,Male,1,No,Yes,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,42.43,212.15,Yes
CUST0631,Female,1,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,102.89,5453.17,No
CUST0632,Male,1,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,75.34,602.72,Yes
CUST0633,Male,0,No,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,76.03,1672.66,Yes
CUST0634,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,111.25,778.75,No
CUST0635,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,36.74,808.28,Yes
CUST0636,Male,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,73.02,3358.92,No
CUST0637,Male,1,Yes,Yes,30,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,58.22,1746.6,Yes
CUST0638,Female,0,No,No,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,116.63,1866.08,No
CUST0639,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,99.27,496.35,No
CUST0640,Female,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer,95.75,6415.25,Yes
CUST0641,Female,1,Yes,No,23,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,40.41,929.43,No
CUST0642,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.73,2667.53,No
CUST0643,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,22.92,114.6,No
CUST0644,Female,0,No,Yes,23,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.85,1928.55,Yes
CUST0645,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card,57.08,1427.0,Yes
CUST0646,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,51.2,409.6,No
CUST0647,Male,1,No,Yes,21,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.7,1757.7,No
CUST0648,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,102.87,205.74,No
CUST0649,Male,0,No,No,22,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,33.3,732.6,No
CUST0650,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.87,8054.64,No
CUST0651,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,23.43,1686.96,Yes
CUST0652,Male,0,No,Yes,68,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,29.51,2006.68,No
CUST0653,Male,0,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,103.81,6643.84,No
CUST0654,Female,0,No,Yes,19,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,69.27,1316.13,No
CUST0655,Male,0,No,Yes,53,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,113.93,6038.29,No
CUST0656,Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,66.17,3440.84,Yes
CUST0657,Male,0,No,No,47,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,112.61,5292.67,Yes
CUST0658,Female,1,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,43.96,2373.84,Yes
CUST0659,Female,1,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,81.64,3592.16,No
CUST0660,Female,1,No,Yes,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,119.45,836.15,No
CUST0661,Male,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,57.61,57.61,No
CUST0662,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.15,1269.45,No
CUST0663,Female,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,26.41,1029.99,Yes
CUST0664,Male,1,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,105.91,2012.29,No
CUST0665,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,69.19,2144.89,Yes
CUST0666,Female,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,73.67,1768.08,No
CUST0667,Female,1,No,No,69,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,99.94,6895.86,Yes
CUST0668,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,101.16,6575.4,Yes
CUST0669,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,67.74,2235.42,Yes
CUST0670,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,105.81,6242.79,Yes
CUST0671,Female,1,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,66.84,2205.72,Yes
CUST0672,Female,1,No,No,32,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,87.5,2800.0,No
CUST0673,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,23.34,1377.06,No
CUST0674,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,33.8,1385.8,Yes
CUST0675,Male,1,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,105.14,1261.68,Yes
CUST0676,Female,0,Yes,Yes,11,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,51.31,564.41,No
CUST0677,Female,1,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,53.47,1015.93,Yes
CUST0678,Female,0,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,86.3,4660.2,No
CUST0679,Female,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,79.25,4517.25,Yes
CUST0680,Female,1,No,Yes,42,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card,28.22,1185.24,No
CUST0681,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,96.58,6857.18,Yes
CUST0682,Male,0,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,81.72,2533.32,No
CUST0683,Female,0,No,No,52,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,105.53,5487.56,No
CUST0684,Male,1,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,73.55,147.1,Yes
CUST0685,Female,0,Yes,No,38,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.43,2334.34,No
CUST0686,Female,0,No,No,32,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,57.13,1828.16,Yes
CUST0687,Male,0,Yes,Yes,10,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,20.44,204.4,No
CUST0688,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,23.98,191.84,No
CUST0689,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,33.12,662.4,No
CUST0690,Female,0,No,Yes,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,112.95,2259.0,Yes
CUST0691,Female,1,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,108.07,972.63,Yes
CUST0692,Male,1,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,69.72,5019.84,Yes
CUST0693,Female,0,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.02,570.3,No
CUST0694,Female,1,No,Yes,63,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,34.61,2180.43,Yes
CUST0695,Female,1,No,No,21,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer,45.61,957.81,No
CUST0696,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,110.87,554.35,Yes
CUST0697,Female,1,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,72.15,2525.25,No
CUST0698,Female,1,No,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,100.4,6827.2,Yes
CUST0699,Male,1,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,70.68,3392.64,Yes
CUST0700,Female,1,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.94,5018.28,No
CUST0701,Female,1,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,81.01,2835.35,Yes
CUST0702,Male,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,23.13,1619.1,Yes
CUST0703,Female,1,Yes,No,21,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,64.53,1355.13,Yes
CUST0704,Male,1,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,106.4,4149.6,No
CUST0705,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.91,2342.94,No
CUST0706,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,63.53,952.95,Yes
CUST0707,Female,1,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.65,435.9,Yes
CUST0708,Female,1,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,58.08,3833.28,No
CUST0709,Female,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,71.54,4006.24,No
CUST0710,Male,1,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,33.53,1642.97,No
CUST0711,Female,1,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card,116.79,116.79,No
CUST0712,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer,23.41,1521.65,No
CUST0713,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,68.32,1912.96,No
CUST0714,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,41.0,820.0,Yes
CUST0715,Female,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.84,1240.32,No
CUST0716,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.17,6132.24,No
CUST0717,Female,0,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,118.52,7703.8,Yes
CUST0718,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,94.96,4842.96,Yes
CUST0719,Female,1,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,45.4,1952.2,No
CUST0720,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,69.34,3397.66,Yes
CUST0721,Male,1,Yes,Yes,25,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,24.98,624.5,No
CUST0722,Female,1,No,Yes,41,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,73.17,2999.97,Yes
CUST0723,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.95,2126.45,Yes
CUST0724,Male,0,No,No,64,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,99.46,6365.44,Yes
CUST0725,Male,1,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,25.67,1565.87,Yes
CUST0726,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.94,251.28,No
CUST0727,Male,0,Yes,No,69,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,106.16,7325.04,Yes
CUST0728,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,114.25,1599.5,Yes
CUST0729,Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,28.66,974.44,Yes
CUST0730,Male,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.89,2298.72,No
CUST0731,Male,1,Yes,No,61,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card,94.17,5744.37,Yes
CUST0732,Male,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,73.97,2588.95,No
CUST0733,Female,1,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,114.92,7469.8,No
CUST0734,Female,0,No,Yes,59,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,58.92,3476.28,Yes
CUST0735,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,20.33,731.88,Yes
CUST0736,Female,1,No,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,21.97,417.43,No
CUST0737,Male,1,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,76.49,3212.58,No
CUST0738,Male,0,No,Yes,69,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.21,6569.49,Yes
CUST0739,Female,1,Yes,No,19,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.06,1882.14,No
CUST0740,Male,1,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,111.15,4334.85,Yes
CUST0741,Female,0,Yes,No,69,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,42.91,2960.79,Yes
CUST0742,Female,1,Yes,No,52,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card,93.84,4879.68,Yes
CUST0743,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,102.71,1232.52,No
CUST0744,Male,0,No,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,103.63,4870.61,Yes
CUST0745,Female,1,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,61.15,2201.4,Yes
CUST0746,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,82.6,5203.8,Yes
CUST0747,Male,1,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,75.16,3833.16,Yes
CUST0748,Male,0,Yes,No,43,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,79.75,3429.25,Yes
CUST0749,Female,1,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,48.2,1638.8,Yes
CUST0750,Female,1,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,88.32,4327.68,Yes
CUST0751,Male,1,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,91.0,1638.0,Yes
CUST0752,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.59,2414.99,No
CUST0753,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,64.36,3668.52,No
CUST0754,Female,1,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,62.21,311.05,No
CUST0755,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.9,2277.6,Yes
CUST0756,Female,1,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,86.65,5545.6,No
CUST0757,Male,1,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.62,3989.58,Yes
CUST0758,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card,85.25,3239.5,No
CUST0759,Male,1,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,46.29,1527.57,No
CUST0760,Female,0,No,Yes,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,43.23,432.3,Yes
CUST0761,Female,1,Yes,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,43.99,1627.63,No
CUST0762,Male,0,No,Yes,11,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,22.95,252.45,No
CUST0763,Female,1,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,89.11,2138.64,Yes
CUST0764,Male,1,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.58,8419.18,No
